	event_id	factlets_cluster_id	fact	context	label
10	2020_08_20_16	factlets_cluster5	the case originally brought 2017 the knight first amendment institute columbia university , sued behalf seven users president blocked replied one tweets .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
11	2020_08_20_16	factlets_cluster6	trump asks supreme court let block critics following twitter	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
12	2020_08_20_16	factlets_cluster6	u.s. asks supreme court review decision requiring trump unblock critics twitter	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
13	2020_08_20_16	factlets_cluster7	washington – president donald trump taking effort block critics twitter supreme court .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
14	2020_08_20_16	factlets_cluster8	trump , 85 million twitter followers , prompted court battle 2017 blocking social media company 's users following twitter account .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
15	2020_08_20_16	factlets_cluster9	seven went court , charging seeking “ suppress dissent “ .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
16	2020_08_20_16	factlets_cluster10	a federal district court ruled president 2018 , panel u.s. court appeals 2nd circuit followed suit 2019 .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
17	2020_08_20_16	factlets_cluster11	earlier year , full appeals court refused rehear case .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
18	2020_08_20_16	factlets_cluster14	wall said president continued use personal official pronouncements .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	0
19	2020_08_20_16	factlets_cluster15	“ the president uses account speak public , give members public forum speak among “ , wall said .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	0
20	2020_08_20_16	factlets_cluster20	but didn ’ t she call him a racist ? ? ?	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	0
21	2020_08_20_16	factlets_cluster32	washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
22	2020_08_20_16	factlets_cluster33	trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
23	2020_08_20_16	factlets_cluster34	trump made @ realdonaldtrump account , opened 2009 , central controversial part presidency , using attack critics promote agenda 85 million followers .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
24	2020_08_20_16	factlets_cluster35	the justice department said left standing , ruling “ would deter holders office using new technology efficiently communicate broad public audience “ .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
25	2020_08_20_16	factlets_cluster36	last month , knight first amendment institute columbia university filed new lawsuit u.s. district court manhattan behalf five additional individuals remain blocked .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
26	2020_08_20_16	factlets_cluster39	“ the first amendment permit public official utilizes social media account manner official purposes exclude persons otherwise-open online dialogue expressed views official disagrees “ , wrote circuit judge barrington parker .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
27	2020_08_20_16	factlets_cluster-18	in petition asking justices review case , justice department lawyers argued decision blurs line government action private conduct .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
28	2020_08_20_16	factlets_cluster-17	an appeals court ruled last year trump ’ practice blocking critics @ realdonaldtrump account violates first amendment .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
29	2020_08_20_16	factlets_cluster22	— donald j. trump ( @ realdonaldtrump ) august 20 , 2020	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	0
30	2020_08_20_16	factlets_cluster23	the justice department acknowledged trump uses account government business said appeals court failed understand blocking followers personal decision .	file photo : u.s. president donald trump speaks meeting iraq 's prime minister mustafa al-kadhimi oval office white house washington , u.s. , august 20 , 2020 . reuters/carlos barria/file photo washington ( reuters ) - the justice department thursday asked u.s. supreme court review appeals court decision requiring u.s. president donald trump unblock twitter users viewing account . trump lost lawsuit may 2018 behalf twitter users agreed unblock accounts . trump made @ realdonaldtrump account , opened 2009 , central controversial part	1
31	2020_08_06_2	factlets_cluster-20	prosecutors issued subpoena last year seeking documents could point potential fraud .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
32	2020_08_06_2	factlets_cluster-17	deutsche bank became trump 's primary lender late 1990s , giving company $ 2 billion .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
33	2020_08_06_2	factlets_cluster-16	in court filing week , prosecutors suggested investigating possible bank insurance fraud .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
34	2020_08_06_2	factlets_cluster-15	the criminal inquiry trump 's business practices first appeared focused hush money payments made 2016 two women said affairs trump , times reports , move indicates investigation wider scope previously known .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	0
35	2020_08_06_2	factlets_cluster-14	the prosecutors trying last year get trump 's personal corporate tax records .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
36	2020_08_06_2	factlets_cluster-13	report : deutsche bank complied subpoena new york prosecutors trump 's finances	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
37	2020_08_06_2	factlets_cluster-12	trump ’ attorney followed new complaint arguing subpoena overly broad amounts presidential “ harassment “ .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	0
38	2020_08_06_2	factlets_cluster-11	the supreme court 7-2 ruling july rejected trump ’ claims immune state criminal investigations one new york .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
39	2020_08_06_2	factlets_cluster-10	trump fought subpoena financial records .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
40	2020_08_06_2	factlets_cluster-9	the subpoena sought documents various topics related trump company , including materials might point possible fraud , times reported .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
41	2020_08_06_2	factlets_cluster-5	as part investigation , vance asked trump ’ accountants turn eight years personal corporate tax records .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
42	2020_08_06_2	factlets_cluster-2	new york ( ap ) - the new york prosecutor fighting , unsuccessfully far , get president donald trump ’ tax returns better luck last year getting bank turn financial records .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
43	2020_08_06_2	factlets_cluster-1	nyc prosecutor sought records trump 's bank	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
44	2020_08_06_2	factlets_cluster0	the office manhattan district attorney cyrus r. vance sent subpoena last year deutsche bank part investigation trump ’ business dealings , the new york times reported wednesday , citing four people familiar inquiry .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
45	2020_08_06_2	factlets_cluster0	the bank complied subpoena , turning records including financial statements trump gave bank borrowing money , two people told times .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
46	2020_08_06_2	factlets_cluster0	the manhattan prosecutor , democrat , among several authorities new york launched investigations last year trump ’ former personal lawyer , michael cohen , told congress president practice misleading business associates tax officials value assets .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
47	2020_08_06_2	factlets_cluster0	vance ’ disclosed details probe , lawyers told federal judge week “ complex financial investigation “ followed public reports “ extensive protracted criminal conduct trump organization “ .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
48	2020_08_06_2	factlets_cluster0	the manhattan district attorney ’ office issued subpoena last year seeking financial records trump company provided bank , newspaper reported , citing unnamed sources .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
49	2020_08_06_2	factlets_cluster0	the times report follows court filing prosecutors wrote earlier week hinting subpoena trump ’ tax returns part larger investigation trump organization , including potential fraud allegations detailed media reports recent years .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
50	2020_08_06_2	factlets_cluster0	the subpoena office manhattan district attorney , cyrus vance jr. , appears first instance criminal inquiry involving trump dealings deutsche bank , lent company $ 2 billion past two decades , times reported .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
51	2020_08_06_2	factlets_cluster0	the bank reportedly complied subpoena , last year supplied vance 's office detailed records financial statements materials trump provided bank sought loans .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
52	2020_08_06_2	factlets_cluster0	in response monday court filing hinting larger investigation conduct trump organization , trump said prosecutor 's inquiry tax returns “ continuation witch hunt “ .	file photo : u.s. president donald trump pauses remarks coronavirus disease ( covid-19 ) pandemic briefing brady press briefing room white house washington , u.s. , august 4 , 2020 . reuters/jonathan ernst washington ( reuters ) - the manhattan district attorney ’ office , seeking president donald trump ’ tax records , subpoenaed longtime lender deutsche bank last year , suggesting criminal investigation trump ’ business practices wide-ranging previously known , new york times said wednesday . the prosecutors issued subpoena last year , seeking financial records republican president company provided	1
